,date,keyword,repeat,type,rank,ASIN,Name
106,20210628_1133_Mon,シャンプー,try_1,SPA,11,B08VF978TD,＜プライムセール対象！＞☆今だけ！20％OFF☆まずはお試し！！【人気No.1！自宅でサロンケア！】＜セットでお得＞ 美容液成分で洗うシャンプー！ 美容室専売品 ディアローグ アメリオレイト シャンプー トリートメント 240mlセット＜超保湿成分高配合＞
107,20210628_1133_Mon,シャンプー,try_1,SPA,12,B091TP3KTX,[Amazon限定ブランド] シンスボーテ オーガニック シャンプー 400ml 2本 NAOL
108,20210628_1133_Mon,シャンプー,try_1,SPA,49,,シンスボーテ シャンプー&トリートメント&ヘアオイル セット 400ml&50ml
109,20210628_1133_Mon,シャンプー,try_1,SPA,50,,【セット買い】 and and ボタニカルフルーツの香り シャンプー [ ノンシリコン 処方 ] ＆ ブーケスキップの香り トリートメント
110,20210628_1133_Mon,シャンプー,try_1,SPA,51,,シャンプー トリートメント ボトル セット 【 卵殻膜 アミノ酸 配合 の アミノ酸シャンプー 】 「 パラペンフリー 鉱物油フリー 着色剤フリー の 無添加シャンプー 」 NALOW ナロウ ディープ モイスト タイプ スムース タイプ 490ml+490g (NALOWスムースシャンプー＆トリートメント)
111,20210628_1133_Mon,シャンプー,try_1,SPA,52,,リッチモロッカン プレミアムオイルシャンプー (300ml / アルガンオイル) シャンプー サロン 日本製
112,20210628_1133_Mon,シャンプー,try_1,SPA,53,,Nile 濃密泡スカルプシャンプー メンズ アミノ酸シャンプー ノンシリコン リンス成分配合 ラフランスの香り
113,20210628_1133_Mon,シャンプー,try_1,SPA,54,,Nile 超濃密泡シャンプー メンズ レディース 濃厚ジェル アミノ酸 スカルプケア (250ｍⅬ)
114,20210628_1133_Mon,シャンプー,try_1,SPA,55,,レベナオーガニック シャンプー＆トリートメントセット アミノ酸 オーガニック ノンシリコン ボタニカル スカルプ 無添加 しっとり高保湿 セラミド 植物幹細胞 配合 500ml＆500g
115,20210628_1133_Mon,シャンプー,try_1,SPA,56,,シャンプー ＆ トリートメント 【 無添加 天然由来洗浄 】 オルナ オーガニック ボタニカル ノンシリコンシャンプー / ボタニカル トリートメント 500ml&500ml ヒアルロン酸 コラーゲン ビタミンC誘導体 スムース ヘアケアギフトセット
116,20210628_1133_Mon,シャンプー,try_1,SPA,57,,亜鉛酵母で洗う髪育シャンプー.リーディングカンパニー・三資堂製薬 が開発したAGA・FAGA対応 最新ルートプラスワン Z シャンプー 抜け毛が気になる人用 300ml
117,20210628_1133_Mon,シャンプー,try_1,SPA,58,,Natuarc ナチュアーク シャンプー ＆ トリートメント セット オーガニック 無添加 天然由来 ボタニカル 弱酸性 ノンシリコンシャンプー/ボタニカル トリートメント アミノ酸 配合 500ml&500ml
118,20210628_1133_Mon,シャンプー,try_1,SPA,59,,【医薬部外品】U-MA ウーマシャンプープレミアム 300ml (約2ヶ月分) & ミニボトル コンディショナー 30ml スカルプシャンプー
119,20210628_1133_Mon,シャンプー,try_1,SPA,60,,シャンプー 詰め替え ＆ トリートメント 詰め替え セット 【 無添加 天然由来洗浄 】 オルナ オーガニック ノンシリコン ボタニカルシャンプー ＆ トリートメント 400ml&400ml ヒアルロン酸 コラーゲン ビタミンC誘導体 セラミド 配合
120,20210628_1133_Mon,シャンプー メンズ,try_1,SPA,1,,スカルプDネクスト プロテイン5 スカルプ シャンプー 詰め替え用 オイリー シャンプー メンズ 脂性肌用 男性用 300ml アンファー (ANGFA)
121,20210628_1133_Mon,シャンプー メンズ,try_1,SPA,2,B07WXG2CPF,スカルプD シャンプー メンズ オイリー 脂性肌用 医薬部外品 アンファー (ANGFA) 薬用シャンプー スカルプシャンプー ノンシリコン 男性用 350ml
122,20210628_1133_Mon,シャンプー メンズ,try_1,SPA,3,,シャンプー メンズ 【 ハイブリッド濃密泡 スカルプシャンプー 】 ケフトル 高級アミノ酸 ノンシリコンシャンプー メンズシャンプー 男性用 無添加 アミノ酸系 頭皮ケア 男性 【高濃度キャピキシル 配合】 500ml (本品)
123,20210628_1133_Mon,シャンプー メンズ,try_1,SPA,4,B07Q2G3SJZ,超濃密泡 シャンプー メンズ リンスイン SKINX 【 ヒノキの香り 】 ふけ かゆみ 予防 スカルプシャンプー 250ml
124,20210628_1133_Mon,シャンプー メンズ,try_1,SPA,5,,Nile 濃密泡スカルプシャンプー メンズ アミノ酸シャンプー ノンシリコン リンス成分配合 ラフランスの香り
